OBJECTID;Perimetro;Area;CantidadConstrucciones;Area_int;X_MAGNAMED;Y_MAGNAMED;CS_TF;EQ_TF;H_TF;PP_TF;PC_TF;PP_TF;TR_TF;UR_TF;ValorM2;ZP_TF;R_TF;C_AvaluoLote;C_AvaluoConstruccion;C_AvaluoTotal
145008;34.59546632;71.73068913;2;72;825786.7751;1176188.309;1;1;0;1;1;1;1;1;0;1;1;4384000;24583000;28967000
259009;38.07645573;70.19714757;1;70;825787.4677;1176179.824;1;1;1;1;1;1;1;1;0;1;1;4292000;36706000;40998000
64222;318.6805967;6749.672829;0;6748;826053.3027;1175536.575;1;1;0;0;1;1;1;1;0;0;1;3584000;53298000;56882000
157645;137.2271737;545.2652587;0;545;826017.6822;1175502.065;1;1;1;0;1;1;1;1;0;0;1;20002000;0;20002000
88210;127.4795719;652.7160103;0;653;826057.1766;1175485.248;1;1;1;0;1;1;1;1;0;0;1;0;0;0
152143;60.02629703;121.5941964;0;122;826098.1043;1175562.863;1;1;0;0;1;1;1;1;0;1;1;14866000;0;14866000
88588;107.7690644;175.573447;0;176;826100.1993;1175536.627;1;1;1;0;1;1;1;1;0;1;1;21466000;0;21466000
157988;246.9810998;792.0116465;0;792;826011.6756;1175699.045;1;1;0;1;0;1;1;1;0;1;1;96830000;0;96830000
149482;164.5160796;1117.593402;0;1117;826049.2869;1175672.718;1;1;0;1;0;1;1;1;0;1;1;40992000;0;40992000
157836;115.688116;422.4235264;0;422;825986.1874;1175695.787;1;1;0;1;0;1;1;1;0;1;1;15493000;0;15493000
22075;74.2336117;329.7310487;0;330;826208.9996;1175639.88;1;1;0;0;1;1;1;1;0;1;1;40313000;29992000;70305000
87703;486.850538;13312.54065;0;13309;826149.674;1175593.669;1;1;1;0;1;1;1;1;0;0;1;592567000;651638000;1244205000
255411;180.7362135;1098.460372;0;1098;826074.0995;1175587.049;1;1;0;0;1;1;1;1;0;1;1;40289000;0;40289000
149002;47.85230747;33.93410533;0;34;826105.3194;1175687.251;1;1;0;1;0;1;1;1;0;1;1;4149000;0;4149000
154678;23.57868978;12.94395487;0;13;826067.3998;1175694.49;1;1;0;1;0;1;1;1;0;1;1;475000;0;475000
32320;378.8161336;6094.396611;0;6093;826076.9188;1175639.857;1;1;0;0;1;1;1;1;0;1;1;12673000;48513000;61186000
310400;420.8878294;10103.88283;0;10101;825994.673;1175629.681;1;1;0;0;1;1;1;1;0;1;1;10612000;32825000;43437000
32316;515.2081598;11338.59635;0;11336;825917.1184;1175606.981;1;0;0;1;1;1;1;1;0;0;1;0;3421000;3421000
153217;13.54100346;9.298647086;0;9;825955.4889;1175704.797;1;1;0;1;0;1;1;1;0;1;1;341000;0;341000
154345;118.3844099;34.26269255;0;34;825886.5586;1175711.331;1;0;0;1;1;1;1;1;0;0;1;1260000;0;1260000
157487;191.8118223;1996.970941;0;1996;825894.4907;1175679.091;1;0;0;1;1;1;1;1;0;0;1;73245000;0;73245000
13696;498.7738971;15866.34672;0;15862;825818.8071;1175646.076;1;0;0;1;1;1;1;1;0;0;1;807523000;242366000;1049889000
88409;908.7221749;19771.22911;0;19766;825881.7773;1175489.457;1;1;1;0;1;1;1;1;186528;0;1;1353654000;0;1353654000
149079;95.69172125;249.2044075;0;249;825986.7932;1175550.852;1;1;0;1;0;1;1;1;0;0;1;21330000;0;21330000
88147;112.4510156;646.5190114;0;646;826089.3146;1175492.324;1;1;1;0;1;1;1;1;0;0;1;79045000;0;79045000
88146;648.7042885;25573.50142;0;25567;826277.9456;1175559.009;1;1;1;0;1;1;1;1;0;0;1;11330000;36056000;47386000
157309;38.14076252;82.2201049;0;82;826391.6834;1175568.717;1;1;0;1;0;1;1;1;0;1;1;1520000;32827000;34347000
151574;38.19532642;82.47226801;0;82;826395.7957;1175573.866;1;1;0;1;0;1;1;1;0;1;1;5041000;17107000;22148000
151573;38.22490713;82.6335842;0;83;826399.9358;1175579.009;1;1;0;1;0;1;1;1;0;1;1;1525000;30872000;32397000
151576;38.18460819;82.46375307;0;82;826404.0712;1175584.157;1;1;0;1;0;1;1;1;0;1;1;1522000;30870000;32392000
91126;38.10528422;82.0645345;0;82;826408.2142;1175589.284;1;1;0;1;0;1;1;1;0;1;1;5020000;17109000;22129000
139889;38.27209245;83.06407406;0;83;826412.3546;1175594.445;1;1;0;1;0;1;1;1;0;1;1;5207000;17106000;22313000
308954;38.19822908;82.40554772;0;82;826416.5068;1175599.602;1;1;0;1;0;1;1;1;0;1;1;1531000;30872000;32403000
139892;42.69056539;96.65064222;0;97;826419.8406;1175605.45;1;1;0;1;0;1;1;1;0;1;1;5916000;28401000;34317000
157112;45.20814783;93.94471234;0;94;826423.9644;1175610.328;1;1;0;1;0;1;1;1;0;1;1;5828000;22670000;28498000
139538;38.19356794;82.14707018;0;82;826428.9209;1175615.061;1;1;0;1;0;1;1;1;0;1;1;5021000;18957000;23978000
139536;38.19120143;82.33281951;0;82;826433.039;1175620.163;1;1;0;1;0;1;1;1;0;1;1;1521000;36205000;37726000
139533;38.86361969;98.27366039;0;98;826437.5495;1175625.738;1;1;0;1;0;1;1;1;0;1;1;12016000;29728000;41744000
139530;35.03323354;50.03722382;0;50;826426.2346;1175625.217;1;1;0;1;0;1;1;1;0;1;1;6117000;13150000;19267000
158534;39.93470978;84.97384905;0;85;826420.2071;1175622.267;1;1;0;1;0;1;1;1;0;1;1;5631000;17135000;22766000
149966;79.5222095;104.7114297;0;105;826384.3165;1175596.317;1;1;0;1;0;1;1;1;0;1;1;5972000;7255000;13227000
141235;125.4527774;229.2877322;0;229;826380.7586;1175610.039;1;1;0;1;0;1;1;1;0;1;1;13078000;24799000;37877000
149964;127.4030709;197.0760334;0;197;826384.0899;1175608.518;1;1;0;1;0;1;1;1;0;1;1;11240000;49036000;60276000
149961;55.30103523;83.88557429;0;84;826393.4966;1175623.442;1;1;0;1;0;1;1;1;0;1;1;4784000;11506000;16290000
149962;131.0664213;226.3236814;0;226;826395.4655;1175615.661;1;1;0;1;0;1;1;1;0;1;1;12908000;8409000;21317000
159441;134.0577571;213.7830875;0;214;826398.7448;1175611.913;1;1;0;1;0;1;1;1;0;1;1;12193000;5681000;17874000
156985;137.5932566;229.3278559;0;229;826402.2688;1175610.763;1;1;0;1;0;1;1;1;0;1;1;13080000;6103000;19183000
155419;147.6824257;257.735089;0;258;826406.721;1175611.919;1;1;0;1;0;1;1;1;0;1;1;14700000;18004000;32704000
139891;154.7716824;277.5318268;0;277;826409.979;1175607.442;1;1;0;1;0;1;1;1;0;1;1;15830000;26641000;42471000
277398;59.20849722;117.387198;0;117;827306.8551;1175362.404;1;1;1;1;0;1;1;1;0;0;0;32854000;210713000;243567000
277394;80.90634622;74.09935656;0;74;827308.698;1175338.444;1;1;0;1;0;1;1;1;0;0;1;4227000;0;4227000
158455;52.31515029;83.94482317;0;84;827273.3916;1175324.968;1;1;0;1;0;1;1;1;0;0;1;4787000;0;4787000
277393;181.1546051;1425.330239;0;1425;827330.9201;1175393.725;1;1;1;1;0;1;1;1;0;0;0;81308000;0;81308000
277397;37.50979395;54.44529631;0;54;827314.8255;1175369.219;1;1;0;1;0;1;1;1;0;0;0;3105000;10857000;13962000
152696;117.0631887;746.609637;0;746;827236.2481;1175372.442;1;1;1;0;1;1;1;1;0;0;0;14014000;5594000;19608000
277396;54.29648049;104.9796163;0;105;827311.1047;1175365.997;1;1;1;1;0;1;1;1;0;0;0;12682000;27456000;40138000
158669;122.7934676;890.7146656;0;890;827254.0472;1175360.307;1;1;1;1;0;1;1;1;0;0;0;51147000;8800000;59947000
152253;35.30531828;74.70052212;0;75;827282.8998;1175309.74;1;1;0;1;0;1;1;1;0;1;1;4260000;0;4260000
159336;31.42021133;57.79897072;0;58;827283.8863;1175301.911;1;1;0;1;0;1;1;1;0;1;1;3295000;0;3295000
153386;32.61348976;65.11915487;0;65;827284.0072;1175293.453;1;1;0;1;0;1;1;1;0;1;1;3714000;0;3714000
154863;653.9237864;15305.43753;0;15301;827192.8485;1175634.611;1;1;1;0;1;1;1;1;0;0;0;698368000;290632000;989000000
157244;271.099757;4189.022586;0;4188;827263.6744;1175475.139;1;1;0;0;1;1;1;1;0;0;0;107516000;0;107516000
155127;43.30138171;101.9731224;0;102;827295.4971;1175309.93;1;1;0;1;0;1;1;1;0;0;1;5816000;0;5816000
159208;41.73920067;95.85527163;0;96;827294.6137;1175303.143;1;1;0;1;0;1;1;1;0;1;1;5466000;12652000;18118000
157436;46.16002031;128.208655;0;128;827293.0081;1175294.291;1;1;0;1;0;1;1;1;0;1;1;7312000;43047000;50359000
157834;40.56011065;84.57332061;0;85;827284.1931;1175273.882;1;1;0;1;0;1;1;1;0;1;1;4823000;0;4823000
159207;46.20285141;122.3359058;0;122;827286.327;1175283.976;1;1;0;1;0;1;1;1;0;1;1;6977000;0;6977000
277395;192.7074443;1827.878494;0;1827;827289.7805;1175342.147;1;1;1;1;0;1;1;1;0;0;0;2380000;34615000;36995000
155128;36.73322306;84.53022491;0;85;827265.1601;1175336.203;1;1;0;1;0;1;1;1;0;0;1;2463000;15085000;17548000
157437;69.99825223;212.5051557;0;212;827264.3144;1175346.211;1;1;0;1;0;1;1;1;0;0;0;12121000;29614000;41735000
310681;706.581269;15383.7997;0;15380;827316.3343;1175460.646;1;1;1;0;1;1;1;0;0;0;0;701936000;186934000;888870000
156319;293.03663;4944.823151;0;4944;827130.4712;1175428.211;1;1;1;0;1;1;1;1;0;0;0;248274000;111448000;359722000
256749;46.98635387;121.9051066;0;122;827077.518;1175429.459;1;1;1;0;1;1;1;1;0;0;0;6955000;0;6955000
156732;29.92364898;43.82117928;0;44;827073.5815;1175436.222;1;1;0;0;1;1;1;1;0;0;0;2501000;18521000;21022000
155460;57.90372311;169.0438734;0;169;827078.8509;1175441.923;1;1;0;0;1;1;1;1;0;0;0;9641000;26038000;35679000
151634;69.99006992;191.2781071;0;191;827083.8946;1175448.232;1;1;0;0;1;1;1;1;0;0;0;10907000;56338000;67245000
151633;238.5001486;3425.758434;0;3422;827110.7106;1175478.547;1;1;0;0;1;1;1;1;0;0;0;175724000;928101000;1103825000
156318;193.879256;2003.797091;0;2003;827165.9729;1175483.691;1;1;0;0;1;1;1;1;0;0;0;51430000;0;51430000
152695;277.4217077;4063.945369;0;4063;827212.9666;1175482.56;1;1;1;0;1;1;1;1;0;0;0;208609000;458335000;666944000
152922;775.2733617;19471.71216;0;19467;827150.5439;1175553.113;1;1;1;0;1;1;1;1;0;0;0;890724000;231565000;1122289000
156621;69.21638801;241.4454262;0;241;827080.6251;1175571.032;1;1;0;0;1;1;1;1;0;1;1;13770000;52757000;66527000
151470;38.08222516;92.71110362;0;93;827087.8261;1175588.698;1;1;0;0;1;1;1;1;0;1;1;5288000;14778000;20066000
157652;71.63440643;267.2818647;0;267;827095.1733;1175598.926;1;1;0;0;1;1;1;1;0;1;1;15245000;33767000;49012000
152548;537.9226839;7740.214801;0;7738;827092.9411;1175645.705;1;1;1;0;1;1;1;1;0;0;0;353172000;103949000;457121000
157318;72.92195087;228.7178241;0;229;825004.5117;1175738.021;1;1;0;1;1;1;1;1;0;1;1;13045000;171011000;184056000
156704;138.7909583;717.3205423;0;717;825015.6056;1175731.64;1;1;0;1;1;1;1;1;0;1;1;40913000;44764000;85677000
138958;38.79239532;72.68852662;0;73;825010.6125;1175604.974;1;1;0;0;1;1;1;1;0;1;1;4145000;49705000;53850000
138957;38.39252977;71.67341318;0;72;825013.0199;1175609.462;1;1;0;1;1;1;1;1;0;1;1;4089000;49722000;53811000
138956;27.80420839;44.11209859;0;44;825002.9322;1175610.852;1;1;0;0;1;1;1;1;0;1;1;2515000;93873000;96388000
155551;28.20379999;45.90958132;0;46;824998.5366;1175613.235;1;1;0;0;1;1;1;1;0;1;1;2619000;20644000;23263000
152592;28.10197033;45.65121881;0;46;824994.0605;1175615.669;1;1;0;0;1;1;1;1;0;1;1;1417000;10106000;11523000
155552;26.40418202;40.32370827;0;40;824989.5986;1175617.81;1;1;0;0;1;1;1;1;0;1;1;515000;12847000;13362000
151612;26.10402651;39.60917566;0;40;824985.3536;1175620.059;1;1;0;0;1;1;1;1;0;1;1;673000;10633000;11306000
159584;27.83446234;44.19299069;0;44;824980.6668;1175621.921;1;1;0;0;1;1;1;1;0;1;1;2520000;29708000;32228000
160942;42.64259972;90.90647999;0;91;825004.5825;1175703.075;1;1;0;0;1;1;1;1;0;1;1;5184000;277081000;282265000
151763;83.48424642;280.8138204;0;281;825021.7856;1175760;1;1;0;1;1;1;1;1;0;1;1;16015000;17718000;33733000
156863;41.90598499;100.4690692;0;100;824995.9698;1175730.545;1;1;0;1;1;1;1;1;0;1;1;2073000;25419000;27492000
156862;88.88605474;226.2946935;0;226;824999.6659;1175716.891;1;1;0;1;1;1;1;1;0;1;1;6002000;56405000;62407000
162268;61.66637429;146.9567373;0;147;824990.7924;1175717.769;1;1;0;0;1;1;1;1;0;1;1;3142000;34414000;37556000
162279;348.8836474;5549.245375;0;5548;824965.0195;1175665.096;1;1;0;0;1;1;1;1;0;1;1;284847000;101331000;386178000
159582;49.2596889;134.1913868;0;134;824933.7857;1175669.082;1;1;0;0;1;1;1;1;0;1;1;7653000;99961000;107614000
160940;75.02597588;260.9869166;0;261;824927.9699;1175659.92;1;1;0;0;1;1;1;1;0;1;1;14886000;71254000;86140000
162267;73.03013041;231.6267211;0;232;824919.481;1175657.725;1;1;0;0;1;1;1;1;0;1;1;13212000;28398000;41610000
162266;70.16240376;200.1453244;0;200;824911.8812;1175656.174;1;1;0;0;1;1;1;1;0;1;1;11413000;33765000;45178000
160937;71.30673812;243.0520771;0;243;824903.6103;1175654.972;1;1;0;0;1;1;1;1;0;1;1;6932000;22914000;29846000
162278;64.29194642;173.9496307;0;174;824894.9936;1175655.008;1;1;0;1;1;1;1;1;0;1;1;9921000;0;9921000
138955;63.45010181;188.6947064;0;189;824887.4915;1175653.887;1;1;0;1;1;1;1;1;0;1;1;10764000;45107000;55871000
25441;111.8183723;348.9146538;0;349;824881.7616;1175648.082;1;1;0;0;1;1;1;1;0;1;1;19899000;81269000;101168000
310398;67.99590592;220.8960121;0;221;824870.5861;1175651.772;1;1;0;0;1;1;1;1;0;1;1;12598000;45507000;58105000
25438;58.85568975;121.6976102;0;122;824863.0577;1175652.982;1;1;0;0;1;1;1;1;0;1;1;6940000;6790000;13730000
520;80.73244567;226.5587227;0;226;824855.9431;1175650.156;1;1;0;0;1;1;1;1;0;1;1;1090000;17523000;18613000
517;22.87953973;32.02000555;0;32;824847.8468;1175643.035;1;1;0;0;1;1;1;1;0;1;1;1827000;4574000;6401000
149425;43.23161017;98.21065667;0;98;824847.8693;1175654.58;1;1;0;1;1;1;1;1;0;1;1;5602000;73227000;78829000
157513;53.2370034;171.7006113;0;172;824837.4867;1175653.014;1;1;0;0;1;1;1;1;0;1;1;9792000;43252000;53044000
153537;46.15303789;112.5687576;0;113;824828.5508;1175651.868;1;1;0;0;1;1;1;1;0;1;1;6420000;16577000;22997000
47397;43.78692126;92.24036271;0;92;824822.3888;1175650.261;1;1;0;0;1;1;1;1;0;1;1;5260000;23480000;28740000
47404;49.99768774;122.7445664;0;123;824816.3104;1175648.281;1;1;0;1;1;1;1;1;0;1;1;7001000;64401000;71402000
21113;48.20004163;79.21623175;0;79;824811.1214;1175646.527;1;1;0;1;1;1;1;1;0;1;1;4517000;54825000;59342000
157202;49.77825013;97.70926598;0;98;824806.1866;1175645.503;1;1;0;1;1;1;1;1;0;1;1;2320000;12206000;14526000
290759;94.62188276;548.8841674;0;549;824806.4507;1175621.004;1;1;0;0;1;1;1;1;0;1;1;31305000;24470000;55775000
290757;46.37907643;106.7539307;0;107;824797.3653;1175639.867;1;1;0;1;1;1;1;1;0;1;1;2366000;22419000;24785000
290758;47.01400525;111.3036365;0;111;824792.8132;1175635.105;1;1;0;1;1;1;1;1;0;1;1;6346000;80213000;86559000
152640;44.11881977;86.80442638;0;87;824788.6169;1175630.829;1;1;0;1;1;1;1;1;0;1;1;4950000;58710000;63660000
152881;41.30539949;70.79722969;0;71;824785.6765;1175627.148;1;1;0;0;1;1;1;1;0;1;1;4040000;35586000;39626000
153848;85.94117351;242.2440047;0;242;824785.2094;1175618.768;1;1;0;0;1;1;1;1;0;1;1;13816000;12577000;26393000
281840;49.52587013;106.6019417;0;107;824773.5727;1175617.571;1;1;0;1;1;1;1;1;0;1;1;6079000;18793000;24872000
281839;25.11851945;39.10423442;0;39;824780.0332;1175611.92;1;1;0;0;1;1;1;1;0;1;1;2229000;11254000;13483000
281836;29.41640092;40.71636218;0;41;824775.8619;1175603.944;1;1;0;1;1;1;1;1;0;1;1;2323000;6880000;9203000
281838;30.22130759;53.20283606;0;53;824771.6736;1175606.081;1;1;0;1;1;1;1;1;0;1;1;3034000;9028000;12062000
309840;33.40881589;63.19957857;0;63;824767.5712;1175614.782;1;1;0;1;1;1;1;1;0;1;1;3604000;18814000;22418000
154360;36.98555587;74.76430583;0;75;824763.6896;1175610.191;1;1;0;1;1;1;1;1;0;1;1;4264000;10095000;14359000
281835;68.90092653;238.6523182;0;239;824761.8499;1175601.773;1;1;0;0;1;1;1;1;0;1;1;13603000;15000000;28603000
154547;70.8044374;166.5620322;0;167;824758.3299;1175595.107;1;1;0;0;1;1;1;1;0;1;1;9477000;23828000;33305000
277794;78.73857867;224.2058603;0;224;824753.0842;1175590.567;1;1;0;1;1;1;1;1;0;1;1;0;0;0
277792;83.03294864;228.4597158;0;228;824752.3789;1175583.41;1;1;0;1;1;1;1;1;0;1;1;13030000;30472000;43502000
277793;87.66552995;262.315496;0;262;824748.2385;1175577.774;1;1;0;0;1;1;1;1;0;1;1;14961000;67244000;82205000
145556;108.7653862;554.1475949;0;554;824742.7193;1175568.635;1;1;0;0;1;1;1;1;0;1;1;31605000;13870000;45475000
150162;44.8702077;106.1807477;0;106;824724.4595;1175569.322;1;1;0;0;1;1;1;1;0;1;1;6055000;32263000;38318000
142419;54.31124074;129.9903053;0;130;824706.7082;1175544.38;1;1;0;0;1;1;1;1;0;0;1;4452000;30760000;35212000
142418;43.2020431;83.63477329;0;84;824704.3035;1175538.496;1;1;1;0;1;1;0;1;127405;0;1;4769000;12494000;17263000
142410;169.7965481;1524.195802;0;1524;824729.2978;1175547.414;1;1;0;0;1;1;0;1;127405;0;1;56320000;249289000;305609000
281837;391.3831494;6964.442762;0;6962;824810.1926;1175577.036;1;1;1;0;1;1;0;1;127405;0;1;309525000;74245000;383770000
47395;552.0763451;12637.52474;0;12634;824924.2649;1175587.59;1;1;1;0;1;1;0;1;127405;0;1;576619000;15631000;592250000
157438;161.1627917;520.5819835;0;520;826693.982;1174856.218;1;1;0;1;0;1;1;1;0;0;1;13043000;0;13043000
153388;30.54682761;57.97857931;0;58;826695.4681;1174870.346;1;1;0;1;0;1;1;1;0;0;1;2788000;23952000;26740000
153389;30.55130364;58.03169577;0;58;826695.7909;1174863.284;1;1;0;1;0;1;1;1;0;0;1;1697000;21715000;23412000
303402;108.5928259;222.5309795;;222;826524.8791;1176159.214;1;1;0;0;1;1;1;1;0;1;1;12665000;0;12665000
303401;18.87100179;14.68530668;;15;826524.3009;1176105.724;1;1;0;0;1;1;1;1;0;1;1;856000;0;856000
303158;293.0134258;211.3738796;;211;826518.7895;1176057.287;1;1;1;0;1;1;1;1;0;1;1;12038000;0;12038000
117855;160.3164618;587.9356466;;588;826552.6151;1176095.23;1;1;1;0;1;1;1;1;0;1;1;33545000;0;33545000
303400;73.17080388;189.0555161;;189;826513.4525;1176044.182;1;1;1;0;1;1;1;1;0;1;1;10782000;0;10782000
303157;605.8556329;1468.799497;;1468;826567.2939;1176110.9;1;1;1;0;1;1;1;1;0;1;1;83749000;0;83749000
130468;141.8488431;454.4125132;;454;826541.662;1176145.898;1;1;0;0;1;1;1;1;0;1;1;25901000;0;25901000
302905;255.0090321;371.9676208;;372;826520.487;1176125.234;1;1;0;0;1;1;1;1;0;1;1;21223000;0;21223000
117850;116.3755948;154.5096849;;154;826511.8989;1176079.798;1;1;0;0;1;1;1;1;0;1;1;8786000;0;8786000
302904;94.73155823;140.0199361;;140;826506.9077;1176102.383;1;1;0;0;1;1;1;1;0;1;1;7987000;0;7987000
89819;209.7976332;690.1701381;;690;826498.3663;1176137.434;1;1;0;0;1;1;1;1;0;1;1;39364000;0;39364000
302903;218.6355494;1240.098501;;1240;826492.8826;1176110.651;1;1;0;0;1;1;1;1;0;1;1;70742000;0;70742000
163021;318.0219168;851.7017082;;851;826518.772;1176084.655;1;1;0;0;1;1;1;1;0;1;1;48549000;0;48549000
163020;20.07288031;24.03337798;;24;826512.7684;1176133.343;1;1;0;0;1;1;1;1;0;1;1;1369000;0;1369000
163012;154.1432671;366.4272669;;366;826541.9533;1176105.754;1;1;0;0;1;1;1;1;0;1;1;20880000;0;20880000
163019;115.48002;292.6401985;;293;826529.987;1176133.787;1;1;0;0;1;1;1;1;0;1;1;16716000;0;16716000
303399;294.7685609;749.9202527;;750;826555.1049;1176143.416;1;1;0;0;1;1;1;1;0;1;1;42787000;0;42787000
33672;296.278608;3590.588549;0;3590;826805.8246;1176056.117;1;1;1;0;1;1;1;1;0;1;1;525778000;29505000;555283000
149719;298.0818457;4133.74409;0;4133;826904.9927;1175766.423;1;0;0;1;0;1;1;1;0;1;1;587625000;2038798000;0
159381;219.7983446;2424.760417;0;2424;826889.3949;1175837.097;1;0;0;1;0;1;1;1;0;1;1;124467000;0;124467000
152207;356.1550684;7349.352633;0;7347;826830.0195;1175854.15;1;0;1;1;0;1;1;1;0;0;1;179022000;1609604000;1788626000
303166;115.8345379;517.5984314;0;517;826525.2144;1176026.222;1;1;1;0;1;1;1;1;0;0;1;28752000;0;28752000
309197;67.95319275;200.058258;0;200;826515.1053;1176014.43;1;1;0;0;1;1;1;1;0;0;1;11409000;0;11409000
271616;99.3518739;475.9470555;0;476;826520.426;1175995.905;1;1;0;0;1;1;1;1;0;0;1;27133000;18733000;45866000
41778;36.18268605;69.77017181;0;70;826744.3413;1175896.523;1;1;0;1;0;1;1;1;0;1;1;3979000;32653000;36632000
41789;32.40748685;60.1017155;0;60;826738.4524;1175893.861;1;1;0;1;0;1;1;1;0;1;1;1346000;12883000;14229000
89818;528.0331348;9031.837148;0;9029;826578.1782;1176058.343;1;1;1;0;1;1;1;1;0;0;1;12726000;39065000;51791000
154466;35.77264108;65.69952843;0;66;826753.8641;1175909.833;1;1;0;1;0;1;1;1;0;1;1;3747000;9367000;13114000
154465;35.90237163;66.92962523;0;67;826754.5251;1175904.637;1;1;0;1;0;1;1;1;0;1;1;607000;2818000;3425000
152553;100.3730912;95.70528817;0;96;826733.9355;1175864.271;1;1;1;1;0;1;1;1;0;1;1;5457000;0;5457000
153234;40.32935407;84.14258535;0;84;826747.4062;1175862.835;1;1;0;1;0;1;1;1;0;1;1;28492000;139314000;167806000
154341;41.53066086;96.40784435;0;96;826739.9777;1175863.755;1;1;1;1;0;1;1;1;0;1;1;5498000;41204000;46702000
153230;34.20186698;61.81356638;0;62;826734.8381;1175874.505;1;1;0;1;0;1;1;1;0;1;1;3526000;20984000;24510000
149713;39.38857866;80.84654702;0;81;826740.2218;1175875.527;1;1;1;1;0;1;1;1;0;1;1;27374000;22124000;49498000
152217;68.38632388;116.363501;0;116;826672.8525;1176054.647;1;1;0;1;0;1;1;1;0;1;1;18931000;0;18931000
154960;263.0736522;719.692826;0;720;826588.9885;1175997.753;1;1;0;1;0;1;1;1;0;1;1;117084000;0;117084000
155140;56.50501324;198.4731067;0;198;826962.9184;1176042.156;1;1;0;0;1;1;1;1;0;0;1;11318000;59259000;70577000
155879;53.29857271;163.7260684;0;164;826951.6055;1176045.905;1;1;0;0;1;1;1;1;0;0;1;9338000;48524000;57862000
153246;172.8940912;1569.949764;0;1569;826917.2363;1176047.53;1;1;1;0;1;1;1;1;0;0;0;89511000;0;89511000
157075;186.0963305;1658.918614;0;1659;826883.6063;1176059.452;1;1;1;0;1;1;1;1;0;0;0;94646000;62703000;157349000
159702;88.98757872;471.7028644;0;472;826859.9803;1176073.261;1;1;0;0;1;1;1;1;0;0;0;7915000;24331000;32246000
156733;75.68980724;282.6102825;0;283;826848.1191;1176081.759;1;1;0;0;1;1;1;1;0;0;0;16120000;22130000;38250000
33678;188.9671489;857.5759983;0;857;826855.3816;1176046.604;1;1;1;0;1;1;1;1;0;0;0;48912000;58501000;107413000
23030;31.55933595;49.16724051;0;49;826846.3123;1176047.089;1;1;0;0;1;1;1;1;0;1;1;2804000;7598000;10402000
23022;31.37973326;50.49383419;0;50;826843.1047;1176051.254;1;1;0;0;1;1;1;1;0;1;1;927000;9404000;10331000
23021;56.94052583;186.0464546;0;186;826836.1206;1176059.944;1;1;0;0;1;1;1;1;0;1;1;10611000;19581000;30192000
23018;107.9387684;683.955837;0;684;826827.6451;1176080.966;1;1;0;0;1;1;1;1;0;0;0;33381000;0;33381000
154422;638.5132297;5402.121156;0;5401;826845.5274;1176110.067;1;1;1;0;1;1;1;1;248201;0;0;237290000;0;237290000
149876;358.7323004;2967.048347;0;2966;826664.6556;1176229.252;1;1;1;1;0;1;1;1;248201;0;0;130327000;0;130327000
63224;695.6715178;15082.00593;0;15078;826622.5992;1176191.061;1;1;1;0;1;1;1;1;0;0;0;9908000;39063000;48971000
89817;99.54711862;501.3020864;0;501;826562.2542;1176179.17;1;1;0;0;1;1;1;1;0;1;1;81553000;31742000;113295000
89816;177.703287;1705.037794;0;1705;826588.7237;1176152.66;1;1;0;0;1;1;1;1;0;1;1;83216000;0;83216000
23014;276.3901611;1916.363276;0;1916;826744.7598;1176108.711;1;1;0;0;1;1;1;1;0;0;1;93529000;0;93529000
23012;184.9100254;1333.087102;0;1333;826738.547;1176084.374;1;1;0;0;1;1;1;1;0;1;1;216875000;7326000;224201000
33676;85.69329798;404.0403153;0;404;826742.5229;1176062.094;1;1;0;0;1;1;1;1;0;1;1;65740000;22995000;88735000
152699;50.05629326;130.5363791;0;131;826728.8569;1176060.181;1;1;0;0;1;1;1;1;0;1;1;21238000;34822000;56060000
158762;36.26287103;77.22481545;0;77;826720.3023;1176044.516;1;1;0;0;1;1;1;1;0;1;1;12592000;33568000;46160000
158763;135.4335681;856.9636079;0;857;826711.8134;1176061.466;1;1;0;0;1;1;1;1;0;1;1;139416000;33417000;172833000
160087;40.5386257;90.37602422;0;90;826694.7203;1176057.333;1;1;0;0;1;1;1;1;0;1;1;14703000;53148000;67851000
156462;203.7755101;2280.922832;0;2280;826691.7231;1176102.911;1;1;0;0;1;1;1;1;0;0;1;100192000;0;100192000
302668;271.7944753;1760.664092;0;1760;826640.238;1176146.55;1;1;1;0;1;1;1;1;0;1;1;85930000;0;85930000
271314;148.8181943;341.1724104;0;341;826648.2787;1176124.56;1;1;1;1;0;1;1;1;0;0;1;16651000;0;16651000
271618;216.4511687;2119.272536;0;2119;826639.3245;1176097.454;1;1;0;1;0;1;1;1;0;0;1;93090000;0;93090000
302902;69.78924895;244.3176678;0;244;826502.6288;1176036.717;1;1;1;0;1;1;1;1;0;1;1;13935000;26579000;40514000
155194;64.59659042;208.2595384;0;208;826496.5557;1176028.349;1;1;1;0;1;1;1;1;0;1;1;11877000;28530000;40407000
158679;115.9798789;708.5226403;0;708;826490.4627;1176013.841;1;1;1;0;1;1;1;1;0;1;1;40410000;127062000;167472000
159875;79.06957222;343.0023722;0;343;826505.1668;1175999.452;1;1;0;0;1;1;1;1;0;0;1;19561000;55660000;75221000
271617;93.40757361;520.3335936;0;520;826531.5087;1175982.792;1;1;0;0;1;1;1;1;0;0;1;29690000;35581000;65271000
271312;86.21174524;451.3600653;0;451;826548.6442;1175974.932;1;1;0;0;1;1;1;1;0;1;1;25743000;46631000;72374000
